,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
GO:0016032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0018105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO:0018107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO:0019233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0019858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GO:0030168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0030278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0030641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO:0031647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO:0032212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO:0032872,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GO:0033598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GO:0034198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GO:0034614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
